feature1,feature2,cluster
1.5126591648863392,2.393542301871226,0
2.579297789503702,1.5896588408241448,0
2.481688064622161,2.206390463468249,0
2.411030079997245,2.9483964913269736,0
1.8773059419985647,1.623131917821255,0
1.5552427851872384,1.5920948575172809,0
1.961449145292948,2.170575987408322,0
2.1383453996650097,2.413591624518012,0
2.0065009459389533,2.726767038578658,0
1.867671583381022,3.3600845832948094,0
2.312833673882503,1.5714212217918586,0
1.464553750969444,2.2412362076215926,0
1.8882686073370745,2.357000247046046,0
2.2366188122867725,1.963585543671564,0
1.5766031409657977,1.2425763876570677,0
1.7767425239664894,2.428199397161736,0
2.107046872065102,1.377130610644006,0
2.086590462925591,2.1926586898644183,0
1.5580712818994336,2.076862552972764,0
2.029104359223,1.4285148510846883,0
2.178893680174141,2.280392263184117,0
2.5415256215876383,2.526901026017452,0
1.3111653160214545,1.5310874800424386,0
2.25751763360433,2.2568929754561045,0
2.257523843153024,3.92636574532736,-1
2.285445255346584,2.5677828200902995,0
2.4770008817466014,2.325695625652899,0
1.8423653776798272,2.379484610246634,0
1.613587392731214,1.881590696629996,0
1.7573182260854483,2.040937069693161,0
3.1573292833367543,1.066367403704126,0
2.3431300951872567,1.1936420644051742,0
1.7640340671052832,2.544475298483683,0
2.032140009547732,1.461127611035347,0
1.642348145370016,2.3397988744673377,0
1.6348166841414318,2.108229294790988,0
2.022785919951907,1.6741998261970914,0
3.0719720446626626,2.3169595111590056,0
0.9874287066711964,2.093227157384714,0
1.669106767615806,2.426216667398112,0
1.6037396307836498,1.9426317792665504,0
2.2524936394902286,2.432877597085061,0
1.3998517964721118,1.832749382079525,0
1.762527344419522,1.6733353837131442,0
2.882727120140548,2.2024908554804776,0
1.3695580228324773,2.458930973527388,0
3.0610780985063166,2.516232630275573,0
1.2403150170229933,1.7578829635668742,0
2.633455574593312,1.6461652671906095,0
2.221909714073114,2.387317026714668,0
1.5365347642109586,1.9702373219691,0
0.3793663299654637,1.4878061793328552,0
1.87371592430342,1.3761084090175753,0
2.8162056519658174,1.2849293110196838,0
1.779977756651508,2.0653702886430456,0
2.720636644533058,1.2820689244102803,0
2.58158187607748,2.005116530509793,0
1.5092456744760243,2.231051737131635,0
2.099529847786735,1.6998915614206027,0
2.0349010424950094,1.80734320156912,0
2.056758672625624,2.3310653372605232,0
2.793008408072676,1.3810922505865757,0
3.066516687328133,1.023956100238749,0
1.9241074524822084,2.2941586032422885,0
2.140495933867516,1.6886502400897032,0
1.8959388748213624,1.7534995326705836,0
1.7053176215278942,2.4248010485105125,0
2.178507742982524,1.6535452023696728,0
2.4497999377166253,2.1536497604383045,0
2.40643105941948,2.314814420961806,0
1.585502494538964,1.719909479901515,0
2.373646802561631,2.3051851327167325,0
1.989549203017926,2.058663691654391,0
2.638832447894212,1.704214305582085,0
2.273548690585019,1.898903673783053,0
1.89115939838639,2.549388425993595,0
2.412708174494015,2.40675481800032,0
2.6527394035771645,2.01050192081638,0
2.3409764856474817,1.844866621703272,0
2.162083176244221,1.934928472816157,0
2.048497982496359,2.2975785127184567,0
1.5908896583832637,3.0461936378427303,0
1.496991309250149,1.392905693606134,0
2.579055436750034,2.395831346981468,0
2.3120599085260776,2.31417275463214,0
1.9938766135765429,1.5513728142570842,0
2.037902279096864,1.661419144243944,0
2.4875598667088754,1.9264713092489307,0
1.5872514016037442,1.839307079173504,0
2.2064657271378123,1.7181377235980126,0
1.5888898022167843,2.121843605745956,0
2.1224832855543614,1.7465284123144351,0
1.7644808471908386,2.116024968678818,0
1.2759578292513378,1.2962681128117224,0
1.640777889373782,1.8932764241440765,0
2.155453782799002,2.737678108474776,0
2.42882981160101,1.9200307350182864,0
1.9904918960486555,1.4987353176810956,0
1.990743432003805,1.8556706805399308,0
2.161359280169045,1.5863845282238385,0
2.259673257120586,2.766369456501289,0
1.9456199257715712,2.2008558610494706,0
2.345071995855556,1.799389764057082,0
2.1120462409052085,2.006296200390897,0
2.048838049274416,1.6134951080722668,0
2.012255087129472,2.248999145622725,0
2.725571803897521,2.479635413042604,0
3.0765912287557784,1.6163262185559752,0
2.436160318360339,2.091671002869176,0
3.094901466608836,1.5958508573224242,0
1.580139078909612,1.700303677277989,0
0.9380521378450966,1.7371224891596195,0
1.620433669223151,2.075196893238104,0
2.17087798788858,2.938085419607943,0
2.475211919093025,1.7115481721687984,0
1.550792664325821,2.245959585753253,0
1.3398833964896788,2.915729382927177,0
2.5897200603606434,1.7654121739476476,0
1.1434327354545613,2.676936187082706,0
1.942730077373691,2.618908155986731,0
1.2027861706028165,1.7003124885231136,0
2.0026218498590915,2.023490296882371,0
1.7749672642603782,2.3114249661737496,0
1.466189785308703,1.9288102574893533,0
2.0601478158559496,2.2572194170293747,0
2.355807439044445,1.4376789540810653,0
1.2329429146321889,2.6388384109492544,0
2.166157005989796,1.6257567317217232,0
2.7755759877612616,2.0578373171464293,0
2.589648592031913,2.0337592407050544,0
3.0303739624409936,2.877670421221602,0
1.8755179257604635,2.485785475477177,0
2.322687974792574,2.6843157787661744,0
1.5175382697099478,2.34302572999922,0
2.529212243424794,1.1206302567884427,0
1.4083707436671125,0.9803839111199496,0
1.865296582777721,2.358771127897981,0
2.751178526048014,2.037047390209888,0
2.814307772785646,1.3099492708925542,0
1.1483087803224228,1.9722261505516907,0
2.192032724469654,1.9836526259529528,0
0.9662789499800616,1.955439980243605,0
1.3477652497475734,2.33483627441502,0
2.183299123048424,1.5300601068363224,0
1.7430665413316533,1.4703932390555243,0
1.968660451363414,2.477571160250619,0
1.507136976832228,2.252023257758922,0
1.7348711908137795,1.6035635838688278,0
1.9464848200227207,1.482378838790313,0
1.7231753473264089,1.401061053705576,0
2.9823625664581948,2.017631775985864,0
1.6501372460037071,2.106989955367111,0
1.943835975154585,1.8895152002333888,0
2.3070833500217125,2.3787538550236524,0
1.7347494261947365,1.71209087967766,0
1.862474151424178,0.8490394176322076,0
1.242404468900724,2.6834371337222622,0
2.822483856750642,1.8754819802218108,0
2.2882784815278834,2.155625077271768,0
3.539440404227619,2.5597874557172884,0
1.936041204259617,1.5222297796997872,0
1.1967768398712135,2.1017318179336115,0
1.6218246273578485,1.2888731452011628,0
1.6767135578787369,1.4592259981928026,0
2.8435708175362824,2.4408198784747253,0
1.996013679341692,2.739972069445013,0
2.038684153823809,1.569357899335868,0
2.7615620386348287,2.269455021842329,0
1.481376922836772,1.904830660958196,0
1.5621908733076215,1.308600134517832,0
2.4630887737658207,2.954708320235065,0
1.3007162130904293,2.281484618345285,0
1.6746787154390863,1.756437308117652,0
1.7038030378805655,1.568004615160092,0
2.0242608139724134,1.5845249417944811,0
2.13522841288992,1.974880945275432,0
1.8805259765667952,1.546218168979201,0
1.7116143347158337,2.377695612912878,0
2.2504585938121906,1.5112223776007243,0
2.0496661527146127,2.3756935616858943,0
1.165297359439314,2.2716800961899675,0
1.6686881205270767,2.2852993342965795,0
1.6183704217287416,1.0975589496677405,0
1.186228781058419,2.024042473330691,0
2.129861250860741,1.5478416874477956,0
2.319296229388687,1.16923996886552,0
1.9669601006763413,1.3944919001187717,0
1.6740819460989205,2.023699335658207,0
1.569793317358024,1.8077222278850875,0
2.5031464046072203,1.7115540652384256,0
2.417846056032571,1.435146572671191,0
2.264902088957641,2.72078431032895,0
0.7641777499363553,1.6015523722647615,0
2.28853606359027,1.898477306978504,0
2.1855729366856544,1.6980074066420898,0
2.04329489373645,1.9221613823039605,0
2.5838910308299035,2.1272104216506067,0
2.168801331037601,1.7940615169387664,0
1.7561968879637533,1.7837209060901895,0
2.1972260711891485,1.7895077595898683,0
2.1448874284482065,3.0377003993227194,0
2.4355623517158462,1.83698823391608,0
2.600606961081972,1.7959623134892242,0
0.9809377324110732,1.4959568445412978,0
1.0646040394870722,1.8242432579793453,0
2.009209189594776,2.838218656137641,0
2.163463686882081,1.890449735595568,0
2.4147027905917446,0.8944323454960574,0
2.117807279054283,2.385432596943484,0
1.2607068771100791,2.5718770216034645,0
2.169248203747207,1.7923560430495993,0
2.3163909330531425,3.135346428902198,0
2.090933127529248,2.124110293150168,0
1.770319550229878,1.5750778152676042,0
2.4151679082721227,1.5719580870455665,0
2.035783118609696,1.7611712766174417,0
2.239489912873196,2.166831052643474,0
2.5187699721289496,1.7449918005726266,0
1.8650625323533143,1.5106181421088465,0
1.777853369961944,2.188650246522426,0
-1.621505691677324,-2.461082662088813,1
-1.56519703994717,-1.3221810705975243,1
-1.7932825483881496,-1.0616020937209671,1
-2.3868945995517867,-2.6223273516557084,1
-2.889360124452139,-1.2519778442554084,1
-1.6728171718229712,-2.0277923354552274,1
-1.8600156868400897,-2.5627445236491884,1
-0.7771240101915868,-1.9353894090123864,1
-1.9453026026975533,-1.637116688050654,1
-1.7594953841316434,-1.8880579878604344,1
-2.395237227722656,-1.7642658214320022,1
-1.058987751762483,-1.3272899769225113,1
-1.2034066866803017,-2.2556078382155924,1
-2.4948024101292905,-2.062893460049824,1
-1.9721375438556528,-1.4529042407645258,1
-2.8462323148574096,-1.235224840269693,1
-2.0790039492894947,-2.21344053497371,1
-2.506052187630084,-2.8274283359328845,1
-1.5884147080190427,-1.963341016405798,1
-2.644980449870527,-2.647539386031808,1
-2.167892349645064,-1.1654892373553034,1
-2.1297956756818026,-2.751571476559053,1
-2.1228715320429723,-2.136361784873835,1
-3.3484433214707856,-2.027147433258906,-1
-2.115467265104339,-1.6518968175932909,1
-1.0755219525273274,-1.4367174852261213,1
-2.134444345277416,-2.553262954370835,1
-0.7133200983750698,-1.970390782992756,1
-1.9930353540435268,-2.0120625435550017,1
-1.9009576196160725,-2.0721802059619714,1
-2.2868310034401182,-2.2734294706201963,1
-2.0163766351079992,-2.2717123855668824,1
-2.3564228913385823,-1.9467848861540515,1
-2.1274886087104274,-1.2480035057086556,1
-3.325484904196506,-1.4542465740387691,1
-1.3769574037511854,-3.0366951162040747,1
-2.1713437970401746,-2.185720432997896,1
-2.7037558473589107,-2.3889083437954377,1
-2.5552879227329144,-1.1238647782881888,1
-1.5321608034262697,-1.3642224525029207,1
-1.6391639679783825,-2.5645258856086146,1
-2.262260133139887,-1.755312719386041,1
-2.611063904445973,-1.643500784913806,1
-2.120162699079068,-2.187410403774799,1
-1.6445200158982545,-1.77786834425698,1
-2.18048308290954,-1.420335098317876,1
-2.540531663799949,-1.6920321965278682,1
-1.703449371015808,-2.154773219656996,1
-1.836933488878941,-2.625556788192652,1
-1.5379864903965494,-2.0924510682214947,1
-2.26136151025952,-1.4754953870815553,1
-2.35217184527138,-2.70423064818178,1
-2.778314586761952,-1.69699502432718,1
-2.6402146762481413,-1.1226029090078176,1
-3.040964703941861,-1.151771815854981,1
-1.8944912663986908,-2.048356555935196,1
-2.2724595434044748,-1.8004319428239646,1
-2.0188173512124243,-1.4483490589917394,1
-1.94288617566898,-1.924849119269061,1
-2.181806106106928,-2.0284728118605337,1
-1.8460991155539703,-2.855084196328313,1
-2.6740927110528565,-1.6283679529886426,1
-1.914567280936029,-2.09199166817634,1
-1.990783033467304,-1.8262091473191644,1
-2.269879840154681,-2.3891523627011564,1
-1.90207737245116,-2.489186388807516,1
-1.795873622142764,-2.8512918021189204,1
-1.4854221813371782,-1.7637012587934784,1
-1.871985132843062,-1.508654508027243,1
-1.1672627777687117,-1.4928149674909348,1
-2.9204371156658224,-2.639788483367851,1
-2.31240928884784,-1.986954474894583,1
-1.7411704897654383,-2.362871906576733,1
-1.9066166177614607,-2.3776914661766613,1
-2.3057589014959743,-2.7033305484241112,1
-2.461616623055452,-2.675842302808167,1
-2.487936626488666,-1.4731791016960802,1
-2.474699444415972,-0.6838089675813046,1
-1.7533410495595554,-1.9075819381525632,1
-2.429178890090607,-1.6498450602955044,1
-2.287818913118887,-1.9389950926773192,1
-0.7199577308656027,-2.048029949862325,1
-1.425363336857162,-2.351588212562944,1
-2.0174942452484808,-1.114599682182245,1
-2.3134835288938835,-1.0937757210015358,1
-1.6461240322722623,-2.281233387947134,1
-1.6837961304722395,-1.5137227751866351,1
-1.6890950188914018,-2.785112359945228,1
-2.363568587912434,-2.123759317775753,1
-2.037216714550023,-1.689663951224661,1
-1.911149499533373,-2.6676721793550504,1
-1.8099010744970183,-1.6947071273580885,1
-1.72010477603448,-1.4596096372226892,1
-1.583038922725548,-1.7704099603857817,1
-2.0350828557293235,-2.8304804667579955,1
-1.785190890433707,-1.8961561564184444,1
-1.864210581402313,-2.6383742879101546,1
-2.540528270204131,-1.473423573333548,1
-2.019777576928328,-1.6592496513136878,1
-1.9858408119347688,-1.985121930252128,1
-1.5308580970120012,-2.2580223641086867,1
-1.951939611529508,-2.231137644352521,1
-2.217248113716158,-2.1545860617343195,1
-1.888933114183144,-2.2393743108317388,1
-1.3721219372132396,-2.447303651109752,1
-2.0934358220806795,-2.2198655291370875,1
-1.2765110578231336,-1.9017226117442128,1
-1.484077730265683,-2.7427801865184858,1
-1.8664748670653704,-1.5551846021882816,1
-1.958858005362288,-1.4672598124673244,1
-2.258644225050186,-1.29532627990721,1
-0.8505509381903749,-2.1814192802198296,1
-2.222751260700386,-1.2733077614411497,1
-1.2102139271346437,-2.2614300135766343,1
-2.2100934085479285,-2.140892304430253,1
-2.672225255517138,-2.459325973242099,1
-2.502070383376034,-2.3838987825520643,1
-2.0173424436933907,-1.8828926337317395,1
-1.2247497535929617,-2.4991770203693955,1
-1.507838800761708,-2.1069944221127543,1
-2.0247318548262165,-1.662590253916698,1
-2.561361010781149,-1.8087951269079747,1
-1.916773895893472,-1.7537743679959257,1
-1.8554156780460909,-0.7723499300445529,1
-2.318869992125658,-2.265498477500909,1
-2.3115702632123822,-2.2777385595801274,1
-2.318693563653259,-1.405491734446224,1
-1.289747876005073,-2.285373146874738,1
-2.4161777865521143,-1.764292221806798,1
-2.2761115221404857,-1.6835340911222447,1
-1.8985384895743505,-2.757872057498616,1
-1.2262473993349692,-1.1020611634522393,1
-2.306394345242193,-2.1938507799679923,1
-1.857067304637548,-1.8327716050064875,1
-1.6707278636635847,-0.9948977306168252,1
-2.088473613747025,-2.399148622269226,1
-2.6896596140072635,-2.3654650199709595,1
-2.0165634864368984,-1.1027210682411062,1
-2.2588056495180857,-1.8881060241805507,1
-2.008211448036376,-1.405803363275958,1
-0.7365337870631892,-2.2654343864601603,1
-2.244719721259111,-1.477919561465464,1
-1.6590542551868444,-1.0766463371319832,1
-1.7080359073370182,-2.17964604539353,1
-1.7046725846538453,-1.445648209708546,1
-1.589758909401318,-1.746362984446351,1
-1.4666626552054232,-1.4153522047771636,1
-1.3089205044812364,-1.6756450562051786,1
-2.083559040158427,-1.9266431567833384,1
-1.3967455167458216,-2.408467835493618,1
-1.8156633455635487,-2.1966694061636804,1
-1.985627588532592,-1.3607740686963503,1
-1.9044504659900483,-1.9767817259219256,1
-2.6799280704899595,-1.6268732169863895,1
-1.6772579094294624,-0.91837263834727,1
-2.1538891174765005,-1.8904248361680305,1
-1.8753081581446225,-1.2112733601182628,1
-2.047647766193476,-1.8604892371148305,1
-1.6960517451417303,-1.9066954384218209,1
-2.2232168072752643,-1.9029550035508465,1
-1.463184125070114,-2.51325764970553,1
-1.933515162926562,-2.3500604074695866,1
-1.4024766855375788,-2.7615934523918875,1
-2.2794609236357943,-1.81139406246774,1
-1.21723798538283,-2.032875130536494,1
-2.277599763346599,-1.059421465279705,1
-2.724006950208122,-3.099402978310041,1
-1.7799927749733335,-2.2510271121763057,1
-2.5106164085653564,-1.6458217763503231,1
-1.8780996431144008,-2.282039315368364,1
-2.640152199335448,-1.5637713358599277,1
-1.6748994110206694,-2.0495879318896915,1
-1.076681501976167,-2.535042383163076,1
-2.7627625854623696,-2.3459540349406223,1
-2.0227930081777488,-1.8783302753386544,1
-2.120618028928165,-1.8239723017428515,1
-2.625769712095222,-1.2781176979633702,1
-2.0410755891962844,-1.4413520842059362,1
-1.828637326811148,-1.771623390423108,1
-1.715116359883898,-1.7761457199913426,1
-1.678638620066228,-1.3354237349337843,1
-1.901739415149265,-1.6454981212057438,1
-2.044867847143613,-1.2799413922752636,1
-2.338196151029635,-1.0995297835445923,1
-2.020078975322172,-2.715387551059024,1
-1.9359477925446047,-2.3405258287374404,1
-1.579678225505638,-2.3263119896511952,1
-2.22309171660739,-2.944770365472765,1
-2.2261531596245385,-3.211939663314478,1
-2.7919514117428617,-1.6197926719278513,1
-1.607099920674584,-1.7872712191075175,1
-2.4834880715646066,-2.0238556780709898,1
-2.0018012695452843,-2.5791823445962714,1
-1.2483008491164247,-1.5613188547121644,1
-2.110482086914832,-1.9865570805027344,1
-1.895808596026224,-3.0208674342121453,1
-2.1235886912602986,-2.340992123998899,1
-2.500810004947458,-2.140550146442977,1
-1.1011567365752386,-1.679578569366495,1
-2.2855894948913984,-1.7137086093219207,1
-1.300322281706999,-1.5376831585436157,1
-1.9701848150399128,-2.323468388852787,1
-1.650888343193205,-1.8032573072891247,1
-1.5524033899861338,-1.6824140991590153,1
-1.4752236423403324,-2.267617605780284,1
-1.3413029671828371,-1.9012001976538,1
-0.9623695636873671,-2.344593909044784,1
-1.132018098417375,-1.901044608268676,1
-2.3257090018072244,-2.2419429170271608,1
-2.16017365409716,-1.787917026799042,1
-1.73858225598225,-2.286850001969289,1
-2.012177296130492,-0.9288648206940682,1
-1.1362284149496444,-1.781838165162984,1
-1.9809982609159,-1.939984336640869,1
-1.6932410136347915,-2.5113962825992027,1
-2.1286882687116724,-2.8342920369387947,1
-1.8003884386973603,-1.6764020301486295,1
-2.241593231149687,-1.2130066183549837,1
-2.6128828315011705,-2.73218744010491,1
-1.887774090720014,-1.4764508486939227,1
-1.1580361542710658,-2.22944213143447,1
-1.460659583284352,-2.019254234750353,1
-2.08631364997041,-1.5581700312566638,1
-1.6738385607932902,-2.788196078492125,1
-1.261729825137052,-1.3099543229262742,1
-2.3127813507547645,-1.802098233281296,1
-1.7529849068586305,-1.8696631170880464,1
-2.27515257692271,-2.335811683969026,1
-2.0127770354957226,-1.4136354903703177,1
-1.7281999227027838,-2.185307166043053,1
-1.6141506446758276,-3.4242713103150377,1
-1.4256171498139485,-2.86985688938905,1
-2.181220470701566,-2.559834947313072,1
-2.647340737860453,-1.4195866063107403,1
-2.2338506006559458,-1.826748059134642,1
-2.023460289439592,-1.7614795863884392,1
-1.9615890544698724,-2.641496112094285,1
-1.50186659027643,-2.246878291580656,1
-2.778290949329876,-2.2140575804829563,1
-1.2496201046828446,-1.5748891289432536,1
-2.1743260672039297,-2.1746288521592145,1
-2.1608175256086914,-0.9616260082195796,1
-1.8090322738842235,-1.7849791764044651,1
-1.484858272984079,-1.8806054204867435,1
-2.1295210729103515,-2.098174924542489,1
-2.035800629707032,-2.018611118254921,1
-1.63618522818151,-1.9740270570963503,1
-1.6336799613922104,-2.040358290054291,1
-1.9606824048419549,-2.999100342266054,1
-1.5418361626487591,-1.8267557620510035,1
-1.5009949450701738,-3.448127689096845,1
-0.9558126476096362,-2.069794814077587,1
-1.4459085916312415,-2.519952963562765,1
-1.6936130474687152,-2.526707781586828,1
-2.3118844803479024,-1.042984323066607,1
-2.0953412003816734,-1.8912835634101384,1
-1.564966134655623,-1.7521590560136977,1
-1.924790547428212,-1.8175194987668872,1
-0.7982922073808625,-2.0288093985167928,1
-1.899450476642516,-1.474672801996194,1
-1.447237033521008,-1.40648484721981,1
-1.6806348889854077,-2.5715024563652418,1
-1.183284233849452,-2.573172696509344,1
-1.848682267380484,-2.377137925009679,1
-2.032069173296496,-1.83561879484826,1
-1.839321392274864,-1.7890396228823575,1
-1.1931443654706766,-1.77323284924301,1
-2.1220783176453244,-1.5179564158558214,1
-1.4052647555376798,-2.613803907568496,1
-1.701299965075071,-1.649413628844551,1
-2.148781751679996,-1.3121465933441905,1
-2.075027793516264,-1.9372117732642289,1
-2.086535912141935,-1.9922104762092665,1
-2.548137543447601,-2.720025441297147,1
-1.202747468387514,-2.423480674159164,1
-2.4956961747281534,-3.0766950568018574,1
-2.319480873844751,-2.661544896703749,1
-1.1789924199318156,-1.495091455328683,1
-2.344075172588862,-0.8737820973278456,1
-1.5091172565042028,-2.162415691754312,1
-3.2497028574367866,-0.8545287137046291,1
-2.694786233381798,-2.822699373478446,1
-1.4887147839951798,-0.7801237968303636,1
-1.307863590744741,-1.71804543997382,1
-1.702622829167357,-1.573292220609846,1
-1.6205357051066174,-1.859404288015312,1
-1.947899448024062,-2.0312965639497613,1
-2.376982294433338,-2.140337538433387,1
-2.8464784070976927,-2.049169813397375,1
-2.4942955535754585,-2.5517946586078857,1
-1.9100529244232607,-1.3039988568277003,1
-1.5408416969988434,-2.7852503018115886,1
-2.494814068285169,-1.529614406005892,1
-2.4912436967691547,-2.112316574998512,1
-1.724973950487724,-2.484172227431817,1
-1.94731224692702,-2.6670127474591023,1
-2.300683821975607,-1.8401090329287315,1
-2.7964968667658345,-1.7797626310198005,1
-2.009818899463341,-1.7237550227914262,1
-1.888042932967669,-1.317929785013078,1
2.0626122513239538,-2.2147027705626265,2
2.061148751516142,-1.728350985481806,2
2.0244300351628524,-1.979704154398059,2
1.6490041560966224,-2.331450458775474,2
1.2986973641001534,-1.1252116284065303,2
1.3780683823043574,-2.3464525988979537,2
1.6407963672154011,-1.5525378115277793,2
1.852525160853986,-1.376128963663133,2
1.663254687878066,-1.860502918888099,2
1.5823264733701214,-0.927425436113306,2
1.4062007904852436,-1.8450896448864864,2
2.316888440466049,-1.7931004512742508,2
1.907356170561146,-2.064910349866713,2
2.021905735989555,-2.0735010008142445,2
2.481939558397455,-0.8947384992043244,2
1.7212541074960832,-2.6849014897895387,2
1.9558589758243723,-0.7101453311728407,2
1.5981627160151346,-1.1804415972779665,2
2.8388504070382203,-2.276794120853997,2
2.2844915395926377,-1.185801688435731,2
1.8104361295062563,-2.101790180051181,2
1.709159543025678,-2.507378365346433,2
1.6753612274669964,-2.6119701333811283,2
2.017041734129613,-2.384986615529321,2
2.116892955895374,-2.777947823101813,2
2.1654401161072285,-1.5832355191955376,2
1.0031321787142722,-1.812971715076214,2
2.613834496236646,-2.6048205093456027,2
2.836286193418852,-1.7904904953169771,2
1.6474940721207956,-2.027884538828853,2
2.279163456260861,-1.9619973042937944,2
2.2693779962231844,-2.460336796539683,2
2.084680412018039,-2.70685724845249,2
1.94438696932565,-2.451953820732395,2
1.6322350287051166,-1.3819534123947812,2
2.5456550602971344,-1.6954309395464116,2
1.4538436176637104,-2.158204224847401,2
2.606548849989592,-1.929141543180048,2
3.159664769990848,-1.803341080302814,2
2.096024558245016,-2.154558232101251,2
2.066770452391141,-2.076234918190272,2
2.354054338344296,-1.521648841602708,2
1.607005269746025,-2.665616476778889,2
1.0818973134483518,-1.746004336543728,2
1.4483166969130632,-3.076445296476241,2
2.194289302265482,-0.7535002412836047,2
1.9969645442300528,-1.5807546127741792,2
2.0409146792737825,-2.049444826595572,2
2.459538241493884,-2.145137272094326,2
2.1336961570359514,-1.8391510969019933,2
1.6659547731784756,-1.5039788252317383,2
1.912520121652296,-2.3778725797464224,2
2.2682549217852017,-2.4492339908955185,2
2.014090578684564,-2.004559498322102,2
2.542947782915789,-1.7626508835600236,2
1.987486520627428,-1.5911168503998565,2
2.695103774508657,-1.721094846824069,2
2.00517630992169,-2.65591811617508,2
1.4674431684623137,-2.152612352177334,2
1.6952438989203584,-2.093485651492723,2
2.0283249624485538,-1.7351536228216349,2
1.9647506109704544,-1.7567491780868991,2
2.03223720740506,-2.987733283176936,2
1.5303323030906228,-2.072043777860808,2
1.3951526285794462,-1.7000356350018977,2
2.7653754161718487,-1.3906190741513416,2
1.893278564534896,-1.254636931575024,2
2.074333728601056,-2.16854298555902,2
1.69329866822953,-2.151234843244064,2
1.8059115907293857,-1.914791888812256,2
2.0802869905249324,-1.9984769899232928,2
2.218469084873175,-1.4046768626068291,2
2.474777067720662,-2.742448984224952,2
0.7230394325490226,-1.5328400443803631,2
1.3165606507922891,-2.1123827009463416,2
1.41494348697032,-2.90099021879001,2
2.270731364102394,-1.6204224198486763,2
1.7117447996366404,-3.295521146072455,2
1.7268777758737586,-1.8040979972987268,2
1.2605442156129356,-1.908320040110422,2
1.992345075413502,-1.7103542501994558,2
2.0597901842070767,-2.4865344704407777,2
2.598285750832246,-2.079264786513485,2
1.986347730245034,-2.466633979536598,2
1.778358874404245,-2.44240135701345,2
1.9135269700382884,-1.1441457599288285,2
1.3140494285343218,-2.8067806989383706,2
2.735585163746804,-2.1046618385759333,2
1.6654636306700417,-1.4800476563019618,2
1.6971922301315678,-1.086995143226532,2
2.338962935669634,-2.243955704072852,2
3.078654106632752,-2.3028574615016693,2
2.371047686004653,-1.850353709796754,2
2.650870644699399,-1.2192444016365735,2
2.016002074532884,-2.376708935173092,2
2.229986071469558,-2.338857684876053,2
3.0066936237633115,-1.9317323344586312,2
